,Unnamed: 0,Id,City,Search,Job_title,Company_name,Location,Rating,Website,Job_description,Location2
850,851,p_7ede8a8b31e80c3d,Berlin,data+scientist,PhD students and Post-doctoral researchers in biochemistry and informatics (m/f),Leibniz-Forschungsinstitut für Molekulare Pharmako...,Berlin,,https://de.indeed.com/rc/clk?jk=7ede8a8b31e80c3d&fccid=5631dfc1dc8e987e&vjs=3,"The Leibniz-Forschungsinstitut für Molekulare Pharmakologie (FMP) belongs to the „Forschungsverbund Berlin e. V. (FVB)“. The FVB is an institution of eight natural sciences research institutes in Berlin funded by the Federal Republic of Germany and the association of its federal states. The research institutes are members of the Leibniz association.
The Leibniz-Forschungsinstitut für Molekulare Pharmakologie (FMP) is a non-university academic research organisation dedicated to basic biomedical research and is located at the Research Campus Berlin Buch in close vicinity to the Max Delbrück Center for Molecular Medicine and the Charité Experimental and Clinical Research Center.
The research group of mass spectrometry and proteomics (led by Dr. Fan Liu) offers positions for

PhD students and Post-doctoral researchers in biochemistry and informatics (m/f)
(Ref. 36/2018)
starting January 2019 or later. The positions are initially limited to 3 years for PhD students and 1 year for Postdocs with the potential of extension.
Job description:
Our group is interested in developing and applying tools to characterize the complexity of protein interactions within the cell. We use multi-disciplinary approaches that combines proteomics, cross-linking mass spectrometry, molecular biology, structural biology and bioinformatics to investigate the organizational aspects of protein assemblies and their biological consequences in various organelles. For this position, we are particularly looking for a informatician who is interested in large-scale data analysis in the direction of computational proteomics/interactomics. In addition, opportunities are also available in developing software packages with industrial corporations. For further information, please visit www.leibniz-fmp.de/liu.
Requirements:
We are looking for a highly motivated, responsible, reliable, and flexible scientist that works well independently as well as with others. Candidates with a strong interest in biochemistry, informatics and/or mass spectrometry techniques are especially encouraged to apply. A good command of the English language and a high personal motivation to excel in science are required.
For PhD students, the candidate should have a master degree in chemistry, biochemistry or relevant fields.For Postdocs, the candidate should have a PhD degree in analytical chemistry, biochemistry or relevant fields. He/she should have strong expertise in programming, preferably also with basic knowledge in mass spectrometry.
For more information please contact:
Dr. Fan Liu; e-mail: fliu@fmp-berlin.de phone: +49 (0)30 94793 141
Homepage FMP: http://www.fmp-berlin.de/liu
Salaries will be based on TVöD (Bund). In 2013 the institute has been awarded the certificate of the audit Beruf und Familie as family-friendly employer. We offer equal opportunities regardless of gender and welcome applications of disabled candidates. They will be preferred in case of equal qualification.
Please upload complete application documents only as a single merged PDF-file including CV, copies of degree certificates and the names and contact informations of two referees before December 15th, 2018 via the FMP`s online job application facility (button “Apply online”). Failing to submit the materials as a single PDF results in immediate exclusion from the competition.

We are looking forward to your application!",Berlin
851,852,p_b6f1b475b93c8522,Berlin,data+scientist,Sr. Deep Learning Solutions Architect - ML Labs,Amazon Web Services Germany Gm,Berlin,"3,6",https://de.indeed.com/rc/clk?jk=b6f1b475b93c8522&fccid=fe2d21eef233e94a&vjs=3,"Bachelor of Science degree in Computer Science, or related technical, math, or scientific field (or equivalent experience)Several years of relevant experience in building large scale enterprise IT systems in a production environmentExperience coding in Python, R, Matlab, Java or other modern programming languageAt least 1 year of public cloud computing experience in AWS or other large scale cloud providerAt least 1 year of experience hosting and deploying ML solutions (e.g., for training, tuning, and inferences)Experience hiring or mentoring more junior colleaguesFluency in written and spoken English

Machine Learning (ML) has been strategic to Amazon from the early years. We are pioneers in areas such as recommendation engines, product search, eCommerce fraud detection, and large-scale optimization of fulfillment center operations.

The ML team within AWS provides opportunities to innovate in a fast-paced organization that contributes to game-changing projects and technologies that get deployed on devices and the cloud. As a Deep Learning Architect, you'll partner with technology and business teams to build new services that surprise and delight our customers. You will be working with terabytes of text, images, and other types of data to solve real-world problems.

We’re looking for top architects, system and software engineers capable of using ML and other techniques to design, evangelize, and implement state-of-the-art solutions for never-before-solved problems.

The primary responsibilities of this role are to:

Use ML tools, such as Amazon SageMaker and Amazon Simple Storage Service, to provide a scalable cloud environment for our customers to label data, build, train, tune and deploy their modelsCollaborate with our data scientists to create scalable ML solutions for business problemsInteract with customer directly to understand the business problem, help and aid them in implementation of their ML ecosystemAnalyze and extract relevant information from large amounts of historical data to help automate and optimize key processesWork closely with account team, research scientist teams and product engineering teams to drive model implementations and new algorithms
This position requires travel of up to 40%.

We at AWS value individual expression, respect different opinions, and work together to create a culture where each of us is able to contribute fully. Our unique backgrounds and perspectives strengthen our ability to achieve Amazon's mission of being Earth's most customer-centric company.

This team will be comprised of Deep Learning Architects and Data Scientists to create cutting edge solutions for clients across EMEA. We are currently recruiting for talented individuals in the following cities: London, Berlin, Luxembourg, and Paris. Discover more at https://www.amazon.jobs/en/teams/amazonai.

Masters or PhD degree in Computer Science, or related technical, math, or scientific fieldStrong working knowledge of deep learning, machine learning and statisticsHands on experience building models with deep learning frameworks like MXNet, Tensorflow, Caffe, Torch, Theano or similar.Hands on experience with deep learning (e.g., CNN, RNN, LSTM)Fluency with other European languages are a plusStrong communication and data presentation skillsThe motivation to achieve results in a fast-paced environment.Experience with statistical modelling / machine learningStrong attention to detailComfortable working in a fast paced, highly collaborative, dynamic work environmentAbility to think creatively and solve problem",Berlin
852,853,p_18532f78d2d6d97d,Berlin,data+scientist,Postdoctoral Research Position - Machine Culture Group and Hybrid Collective Intelligence Group,Max Planck Institute for Human Development,Berlin,,https://de.indeed.com/rc/clk?jk=18532f78d2d6d97d&fccid=d361ca14eb1fe1b8&vjs=3,"Postdoctoral Research Position - Machine Culture Group and Hybrid Collective Intelligence Group
Scientist Berlin
Computer Science Social Sciences
Job Code: 48/2019
Job Offer from December 04, 2019
The Center for Humans and Machines, Max Planck Institute for Human Development, is seeking applications for a Postdoctoral Research Position (E 13 TVöD; 39 hours/week). Funding for the postdoctoral position is available for two years, with possibility of extension for a third year. The position is available from January 1, 2020, or later.

Job Description

The successful candidate will work under the direct supervision of Dr. Cebrian (Machine culture group) and Dr. Pescetelli (Hybrid collective intelligence group). Long-term supervision and strategic advice will be provided by the Center’s director Dr. Rahwan.

The project aims to quantify the impact of digital technologies on human social learning. The post-doctoral researcher will need to analyse large datasets collected online to discern macroscopic patterns in human behavior, using computational and data mining skills.

The successful candidate will have no formal teaching requirements. The project is part of the Center for Humans and Machines (director: Iyad Rahwan) at the Max Planck Institute for Human Development (MPIB) in Berlin. The successful candidate will work in a multidisciplinary team with a clear scientific question, to produce high impact publications in top journals.

Requirements

We are searching for a postdoc with a strong interest and established expertise in data science and pattern recognition. The successful applicant must be comfortable working with large multidimensional datasets and complex statistical models. The position is open to candidates holding a doctoral degree in either physics, computer science or in a related field.

Essential

The successful applicant needs to possess:
Outstanding experience in data science and/or pattern recognition, as demonstrated by a track record of publications in top scientific journals or conferences.

Expertise with data mining skill set, including (but not limited to) feature extraction, clustering, dimensionality reduction, and statistical modeling
Experience working with parallel computing and large amounts of data
Ability to apply information theory to practical problems
Ability to draw causal conclusions from observational data
Ability to work independently and creatively
Willingness to work in a multidisciplinary and fast-paced environment
High proficiency in English.
Preferable

Proficiency also in one (or more) of the following skills will be advantageous to the successful applicant:

Experience in Bayesian statistics and Bayesian networks
Experience in path analysis and mediation
Experience in phylogenetic models
Experience in machine learning and reinforcement learning
Application Details

The Max Planck Society strives for gender and diversity equality. We welcome applications from all backgrounds. The Max Planck Society is committed to increasing the number of individuals with disabilities in its workforce and therefore encourages applications from such qualified individuals.

To apply, please send (as one file and via email, with the sentence “Postdoc application in Data mining” in the subject line) a statement of research interests, a CV, a copy of relevant certificates, (p)reprints of two publications, and a list of two references to Prof. Dr. Iyad Rahwan, MPI for Human Development, Lentzeallee 94, 14195 Berlin (sekrahwan@mpib-berlin.mpg.de). We are kindly asking you to submit your application without a photo.
Receiving of applications will continue until the position is filled and evaluation of applicants will start on a first-come-first-serve basis.",14195 Berlin
853,854,p_fe1fc4a0897fc26d,Berlin,data+scientist,PRODUCT ANALYST- MACHINE LEARNING (W/D/M),Harnham,Berlin,,https://de.indeed.com/rc/clk?jk=fe1fc4a0897fc26d&fccid=d72eb0548d91249c&vjs=3,"PRODUCT ANALYST- MACHINE LEARNING (W/D/M)
BERLIN
SALARY 60.000- 80.000
THE COMPANY
My client is Europe's leading online platform, connecting customers, brands and partners across several markets. They drive digital solutions for fashion, logistics, advertising and research, bringing products to many customers every day.
THE ROLE
As a Product Analyst dedicated to the algorithmic pricing product, you will generate critical data-driven insights by understanding customers and acting as a key interface between the business and data science teams.
Leverage the data to identify what drives the business impact of the product and where the biggest opportunities are. Drive data mindset in the team, guide in terms of methodology.
Recommend new product features and collaborate closely with the team of engineers and data scientists in developing and testing them.
Monitor the product performance by developing reporting solutions and performing ad-hoc analysis.
Communicate with departmental and cross-departmental stakeholders.
Own the A/B-testing pipeline. Coordinate A/B test setup, monitor ongoing tests, and analyze results.
YOUR SKILL-SET
3+ years of experience using data to build analytical solutions at big industry leading companies in technology, Retail or E-Commerce and an eagerness to develop as an analyst, product manager, or data scientist
Ability to turn complex findings and results into a compelling narrative and a set of actions
Familiarity with SQL and an objection-oriented programming language (Python, R, Java)
Excellent educational background in Business, Economics, Mathematics, Statistics, Data Science or similar quantitative field.
THE BENEFITS
Flexible working hours with the option of working from home
Develop your skills with your personal educational budget for conferences and external training
Learn German with free classes, access our e-learning platform and participate in our in-house training
Save responsibly with our attractive corporate pension options
Join company parties, team, cultural and sports events
Daily fruits, cereals, beverages, tea and coffee in our lounges
HOW TO APPLY
Please register your interest by sending your CV to Dominik Probst via the apply link on this page.",Berlin
854,855,p_5683b60589929849,Berlin,data+scientist,Team Lead Backend Engineer - Node.js (f/m/x),Comtravo GmbH,Berlin,,https://de.indeed.com/rc/clk?jk=5683b60589929849&fccid=e08f8da981ab3a8b&vjs=3,"Comtravo - Business travel made simple

We are a team of travel experts, tech enthusiasts and customer support heroes – with the shared purpose to simplify business travel. Comtravo provides small and medium sized companies a truly unique solution. Travelers or travel managers can book and manage their business trips with one simple text message. Using state-of-the-art technologies, such as NLP and machine learning techniques, we are automating our fulfilment pipeline. This enables our in-house travel experts to focus on complex requests and the individual needs of our clients.

Our Tech Stack:
The backend is primarily built in Node.js / Typescript and consists of around 20 major RESTful services plus around 60 microservices. We make heavy use of Docker and Terraform and are running on AWS.

Services are coupled by events and run on AWS ECS and Lambda.

We invest heavily in shared components, libraries, automated tests, monitoring and sane interfaces. Together with a strong CI/CD pipeline we’re able to release many times per day to production.

Tasks


You are in charge of building the backend systems that power the business’s applications, and continuously improves the backend practices
You manage a team of 4-5 backend engineers
You provide the right guidance to your team and help them solve their technical questions
You lead the development and optimizing on our booking platform and creating a smooth and pleasant end-user experience for our customers and internal stakeholders
You are responsible for the design and implementation of complex, scalable data processingYou troubleshoot and work out solutions for complex and challenging problems
You collaborate with our developer team on infrastructure optimization
You work in close cooperation with other developer teams, our product team and the data scientist to develop kick-ass features
You will add value by leveraging current trends in software design, architecture and technology
You foster a culture of transparency and communication and challenge others while letting them challenge you to deliver the best results possible

Requirements


You have a degree in Software Engineering (or a related field)
You have a minimum of 5 years professional experience in software development and also 2 years of leading a team
You have a deep passion for backend systems, their scalability, as well as their continued developmentYou have a strong background knowledge in Computer Science (Data Structures, Algorithms, Design Patterns, Scaling)
You have the ability to write production ready code in Node.js / Javascript (ES6)/ Typescript
You have a strong focus on Code Quality, Robustness, Automation, Testing and Monitoring
You have a deep knowledge in Linux and Docker
You are have strong experienc in RESTful API design, system architecture as well as building microservice-based systems in Amazon Web Services

Benefits


Competitive salary & flexible working hours
Attractive benefits for flights and hotels for your personal travels
Company pension plan
Corporate discounts with external partners
An exciting job in a High-Tech startup in Berlin, the Silicon Valley of Europe
Access to a great network of entrepreneurs in Berlin and some of the best travel & B2B investors in Europe
Deep knowledge in scaling of startups and influence the development of the company
Cooperation with an extremely strong and competent team, which has already successfully built several global businesses
Transparency with flat hierarchies where every person is highly valued
Company parties, weekly team lunches and a lot more events
A loft office in the heart of Berlin with everything you need (e.g. free fruits, snacks & drinks)

Interested? Then go ahead and apply now with your cover letter and CV!",12047 Berlin
855,856,p_89b806d259f2d864,Berlin,data+scientist,Postdoctoral Research Position | Hybrid Collective Intelligence Group,Max Planck Institute for Human Development,Berlin,,https://de.indeed.com/rc/clk?jk=89b806d259f2d864&fccid=d361ca14eb1fe1b8&vjs=3,"Postdoctoral Research Position | Hybrid Collective Intelligence Group
Scientist Berlin
Computer Science Social Sciences
Job Code: 49/2019
Job Offer from December 04, 2019
The Center for Humans and Machines, Max Planck Institute for Human Development, is seeking applications for a Postdoctoral Research Position (E 13 TVöD; 39 hours/week). Funding for the postdoctoral position is available for two years, with possibility of extension for a third year. The position is available from January 1, 2020, or later.

Job Description

The successful candidate will work under the direct supervision of Dr. Niccolò Pescetelli (Hybrid collective intelligence group). Long-term supervision and strategic advice will be provided by the Center’s director Dr. Iyad Rahwan.

The project aims to understand whether artificial agents can enhance group decision-making in complex environments. The post-doctoral researcher will model collective behavior in digital spaces that feature an ecosystem of human and artificial agents. They will carry out computer simulations and be involved in the creation of artificial agents that can be deployed experimentally.

The successful candidate will have no formal teaching requirements. The project is part of the Center for Humans and Machines (director: Iyad Rahwan) at the Max Planck Institute for Human Development (MPIB) in Berlin. The successful candidate will work in a multidisciplinary team with a clear scientific question, to produce high impact publications in top journals.

Requirements

We are searching a postdoc with a strong interest and established expertise in computational social science. The successful applicant will be a data scientist with a strong interest in simulations and human collective intelligence. The position is open to candidates holding a doctoral degree in computer science or in a related field.

Essential

The successful applicant needs to possess:

Outstanding experience in data science and/or computational social science, as demonstrated by a track record of publications in top scientific journals and conferences
Experience in simulations and modeling of human behavior
Experience in one or more of the following: collective intelligence, collective behavior, group decision-making, social contagion, social learning
Ability to work independently
Willingness to work in a multidisciplinary and fast paced environment
High proficiency in English
Preferable

Proficiency also in one (or more) of the following skills will be a plus:

Familiarity in Bayesian statistics
Familiarity with machine learning or network science
Familiarity with behavioral testing and experimental design
Familiarity in deploying simulated agents on large networks
Application Details

The Max Planck Society strives for gender and diversity equality. We welcome applications from all backgrounds. The Max Planck Society is committed to increasing the number of individuals with disabilities in its workforce and therefore encourages applications from such qualified individuals.


To apply, please send (as one file and via email, with the sentence “Postdoc application in collective intelligence” in the subject line) a statement of research interests, a CV, a copy of relevant certificates, (p)reprints of two publications, and a list of two references to Prof. Dr. Iyad Rahwan, MPI for Human Development, Lentzeallee 94, 14195 Berlin (sekrahwan@mpib-berlin.mpg.de). We are kindly asking you to submit your application without a photo.


Receiving of applications will continue until the position is filled and evaluation of applicants will start on a first-come-first-serve basis.",14195 Berlin
856,857,p_f8985a6b91c867a6,Berlin,data+scientist,Research Team Lead,Zalando,Berlin,"3,2",https://de.indeed.com/rc/clk?jk=f8985a6b91c867a6&fccid=9514e4bb9d86329e&vjs=3,"Help us shape the future of Fashion Search as Research Team Lead in Zalando's Search department. You will be leading experienced applied scientists and machine learning engineers to further revolutionize Search & Ranking by leveraging state-of-the art AI and ML methods. This is a unique opportunity to work with data from more than 31 million active customers to bring into production *what* would stay theory in most companies. Let us create Search solutions that scale across 12 different languages and a ranking that is uniquely tailored to the needs and intent of every single customer. As part of a highly ambitious leadership team, you will help to achieve our mission to become Europe's starting point for Fashion Search.

WHERE YOUR EXPERTISE IS NEEDED


Hire, lead and develop outstanding researchers. You are a great coach to each team member and enjoy guiding them along their development path and cultivate a culture of ownership, mastery, innovation, and purpose
Drive the team mastery in research and development techniques to deliver machine learning based, high-performance production systems prone to large amounts of data and high-quality search results
Plan and execute the delivery of projects with your team in an agile way, balancing investment into state-of-the-art research with pragmatic solutions using RoI thinking
Use your research experience in ranking & nlp to guide solutions, actively challenge problem formulations and solutions, and create strategic research roadmaps

WHAT WE'RE LOOKING FOR


An empathetic, strong and self-driven leader who has a broad experience in applying Machine Learning/AI in production at scale and has been leading teams for at least 3+ years
At least 5 years of hands-on experience in Engineering and Data Science in an agile development environment
Hands on experience with Python and Scala and solid knowledge in Machine Learning, Big Data processing, Artificial Intelligence and Search & Recommender systems
A very good communicator who can express himself clearly in English and lead efficient conversations on a complex subject
Outcome-obsessed, pragmatic scientist who is relentlessly focused on creating positive customer impact
A PhD with a focus on information retrieval or machine learning is a plus

PERKS AT WORK


Culture of trust, empowerment and constructive feedback, open source ( https://opensource.zalando.com/ ) commitment, meetups, knowledge sharing through tech talks and blogs ( https://jobs.zalando.com/tech/blog/ ), parties & events. Possibility to visit relevant Search conferences like SigIR.
Competitive salary, employee share shop, 40% Zalando shopping discount, discounts from external partners, centrally located offices, public transport discounts, municipality services, great IT equipment, flexible working times, additional holidays and volunteering time off, free beverages and fruits, diverse sports and health offerings
Extensive onboarding, mentoring and personal development opportunities and an international team of experts
Relocation assistance for internationals, PME family service and parent & child rooms* (*available only in selected locations)

We celebrate diversity and are committed to building teams that represent a variety of backgrounds, perspectives and skills. All employment is decided on the basis of qualifications, merit and business need.

ABOUT ZALANDO

Zalando is Europe's leading online platform for fashion, connecting customers, brands and partners across 17 markets. We drive digital solutions for fashion, logistics, advertising and research, bringing head-to-toe fashion to more than 23 million active customers through diverse skill-sets, interests and languages ( https://opensource.zalando.com/tech-radar/ ) our teams choose to use.

Within Zalando Digital Experience (DX), you will work with many autonomous teams that live up to the standards of software craftsmanship, ownership and excellence. Along with our guiding set of principles we entrust you and your team to shape the future of Zalando.

Please note that all applications must be completed using the online form - we do not accept applications via e-mail.",Berlin
857,858,p_95fb34d29a4c2238,Berlin,data+scientist,Team Lead Frontend Engineer - Angular (f/m/x),Comtravo GmbH,Berlin,,https://de.indeed.com/rc/clk?jk=95fb34d29a4c2238&fccid=e08f8da981ab3a8b&vjs=3,"Comtravo - Business travel made simple

We are a team of travel experts, tech enthusiasts and customer support heroes – with the shared purpose to simplify business travel. Comtravo provides small and medium-sized companies a truly unique solution. Travelers or travel managers can book and manage their business trips with one simple text message. Using state-of-the-art technologies, such as NLP and machine learning techniques, we are automating our fulfilment pipeline. This enables our in-house travel experts to focus on complex requests and the individual needs of our clients.

Our tech stack:
The frontend is built in Angular / Typescript. We have two major applications - one for our customers and one for our back-office team of travel agents.

Both applications interact with our in-house-built booking engine and e.g. allow booking of flight tickets, management of bookings, reporting, etc.

We invest heavily in shared components, libraries, automated tests, monitoring and sane interfaces. Together with a strong CI/CD pipeline, we are able to release many times per day to production.

Tasks


You lead the planning, building and implementation of our top-notch frontend applications based on Angular 8 / Typescript
You manage a team of 7-8 frontend engineers
You write maintainable and well-tested code according to the latest best practices
You provide the right guidance to your team and help them solve their technical questions
You work in close cooperation with other developer teams, our product team and the data scientist to develop kick-ass features
You will add value by leveraging current trends in software design, architecture and technology
You foster a culture of transparency and communication and challenge others while letting them challenge you to deliver the best results possible

Requirements


You have a degree in Software Engineering (or a related field)
You have a minimum of 5 years professional experience in software development and also 2 years of leading a team
You have excellent knowledge of Angular (v2+)
You have a deep understanding of HTML, CSS and Javascript
You have a good sense of User Experience and Workflows
You are up to date in terms of new design trends and frameworks
You have a deep passion for frontend systems, their scalability, as well as their continued development
You have a strong background knowledge in Computer Science (Data Structures, Algorithms, Design Patterns, Scaling)
You have a strong focus on Code Quality, Robustness, Automation, Testing and Monitoring

Benefits


Competitive salary & flexible working hours
Attractive benefits for flights and hotels for your personal travels
Company pension plan
Corporate discounts with external partners
An exciting job in a High-Tech startup in Berlin, the Silicon Valley of Europe
Access to a great network of entrepreneurs in Berlin and some of the best travel & B2B investors in Europe
Deep knowledge in scaling of startups and influence the development of the company
Cooperation with an extremely strong and competent team, which has already successfully built several global businesses
Transparency with flat hierarchies where every person is highly valued
Company parties, weekly team lunches and a lot more events
A loft office in the heart of Berlin with everything you need (e.g. free fruits, snacks & drinks)

Interested? Then go ahead and apply now with your cover letter and CV!",12047 Berlin
858,859,p_f6c92cf72bde0747,Berlin,data+scientist,Senior Backend Engineer (f/m/x) - Node.js,Comtravo GmbH,Berlin,,https://de.indeed.com/rc/clk?jk=f6c92cf72bde0747&fccid=e08f8da981ab3a8b&vjs=3,"Comtravo - Business travel made simple

We are a team of travel experts, tech enthusiasts and customer support heroes – with the shared purpose to simplify business travel. Comtravo provides small and medium-sized companies a truly unique solution. Travelers or travel managers can book and manage their business trips with one simple text message. Using state-of-the-art technologies, such as NLP and machine learning techniques, we are automating our fulfilment pipeline. This enables our in-house travel experts to focus on complex requests and the individual needs of our clients.

Our tech stack:
The backend is primarily built in Node.js / Typescript and consists of around 20 major RESTful services plus around 60 microservices. We make heavy use of Docker and Terraform and are running on AWS.

Services are coupled by events and run on AWS ECS and Lambda.

We invest heavily in shared components, libraries, automated tests, monitoring and sane interfaces. Together with a strong CI/CD pipeline, we’re able to release many times per day to production.

Tasks


You develop and optimize our booking platform and creating a smooth and pleasant end user experience for our customers and internal stakeholders
You maintain and optimize existing features and services for performance and stability
You are responsible for design and implementation of complex, scalable data processing
You troubleshoot and work out solutions for complex and challenging problems
You collaborate with our developer team on infrastructure optimization
You work in close cooperation with other developers, our product team and the data scientist to develop kick-ass features
You mentor junior backend team members
You foster a culture of transparency and communication and challenge others while letting them challenge you to deliver the best results possible

Requirements


You have a degree in Software Engineering (or a related field)
You have a solid background knowledge in Computer Science (Data Structures, Algorithms, Design Patterns, Scaling)
You have a minimum of 4 years professional experience in software development
You have the ability to write production ready code in Node.js / Javascript
You have a strong focus on Code Quality, Robustness, Automation, Testing and Monitoring
You have basic knowledge in Linux and Docker
You have experience with Amazon Web Service (AWS)

Benefits


Competitive salary & flexible working hours
Attractive benefits for flights and hotels for your personal travels
Company pension plan
Corporate discounts with external partners
An exciting job in a High-Tech startup in Berlin, the Silicon Valley of Europe
Access to a great network of entrepreneurs in Berlin and some of the best travel & B2B investors in Europe
Deep knowledge in scaling of startups and influence the development of the company
Cooperation with an extremely strong and competent team, which has already successfully built several global businesses
Transparency with flat hierarchies where every person is highly valued
Company parties, weekly team lunches and a lot more events
A loft office in the heart of Berlin with everything you need (e.g. free fruits, snacks & drinks)

Interested? Then go ahead and apply now with your cover letter and CV!",12047 Berlin
859,860,p_c0e49bc62814164f,Berlin,data+scientist,IT Security Analyst CERT (m/w/d),top itservices AG,Berlin,"3,6",https://de.indeed.com/rc/clk?jk=c0e49bc62814164f&fccid=d1abda9c3e699cfa&vjs=3,"Sie suchen einen Arbeitgeber, der Ihre Expertise optimal einsetzt? Dabei wollen Sie sich weiterentwickeln und lernen? Hierfür suchen Sie Unterstützung im Bewerbungsprozess und bei Ihrer Karriereplanung? Dann suchen wir Sie! Kompetent, persönlich und initiativ - das ist die top itservices AG: Als einer der führenden Personaldienstleister für IT und Engineering bringen wir top Fach- und Führungskräfte sowie Spezialisten zum passenden Unternehmen. Für Festanstellungen, auf Zeit oder für Projekte. Dabei bieten wir einen ganzheitlichen Experten-Service. Wir nehmen uns Zeit, Sie kennenzulernen und coachen und navigieren Sie auf Wunsch durch Ihren beruflichen Weg.
Nehmen Sie die Herausforderung an und besetzen Sie zusammen mit uns eine vakante Position als IT Security Analyst CERT (m/w/d).

IT Security Analyst CERT (m/w/d)
Berlin | Festanstellung | Ab sofort oder nach Vereinbarung |
Jetzt bewerben
Ihre Aufgaben

Erarbeitung von Sicherheitskonzepten und Maßnahmen zur Behebung der in den Systemen bzw. Prozessen lokalisierten Schwachstelle
Analysierung und Planung des Einsatzes von Tools des CERT
Aufbau und kontinuierliche Weiterentwicklung von Splunk und des Security Monitorings
Unterstützung bei Audits im Rahmen des Verantwortungsgebietes
Beratung und Unterstützung der Mitarbeiter bei IT-Sicherheitsanfragen
Ihr Profil

Abgeschlossenes Studium z.B. in Informatik, Data Scientist oder IT-Forensik
Alternativ mehrjährige praktische Erfahrung
Fundiertes Wissen im CERT / SOC Umfeld hinsichtlich des Einsatzes von Überwachung- und Analysewerkzeugen
Sehr gute Kenntnisse mit den Tools im Bereich von CERTs / SOC / CDC
Hohes Maß an Verantwortungsbewusstsein und Zuverlässigkeit
Verhandlungssichere Deutsch- und Englischkenntnisse
Ihre Chance

Spannende Tätigkeiten in einem innovativen und abwechslungsreichen Berufsfeld
Weiterbildungsmöglichkeiten und regelmäßige Teamevents
Arbeit mit aktuellen Technologie
INTERESSIERT?
Erkennen Sie sich wieder? Dann senden Sie Ihre Unterlagen unter Angabe der Kennziffer 425-11175. Erste Informationswünsche und Fragen beantwortet Ihnen Frau Melis Aktas gern telefonisch unter +49 30 2014497-16. Wir freuen uns bald von Ihnen zu hören!
Zimmerstraße 27
10969 Berlin
+49 30 2014497-0
Jetzt bewerben
Erfolgt im Text zugunsten einer besseren Lesbarkeit keine explizite Differenzierung zwischen der weiblichen, männlichen und weiteren Formen, so sind dennoch stets alle gemeint.",Berlin
