,Unnamed: 0.1,Job_title,Company_name,Job_description,language,stopwords,word_count,char_count
858,859,Product Marketing Manager,Aiven,looking product marketing manager growing team new office berlin prenzlauer berg responsibilities develop product positioning messaging differentiates aiven within cloud market build core set content helps go market team articulate product vision capabilities differentiation become subject matter expert around end user selects solutions buying criteria deeply understand customers needs problems persona industry company evangelist including presenting person online industry events forums webinars create drive content thought leadership social media develop drive programs frame track competitive landscape understand target markets identify market insights inform product strategies gotomarket activities support sales enablement internal channel teams articulating value proposition development sales tools support sales process coordinate collaborate crossfunctional teams including public relations design product stakeholders deliver world class product marketing communications focus supporting demand generation efforts lead generation team including content creation website assets case studies customer testimonials whitepapers videos data sheets industry guides etc used lead generation programs sales team role work closely product management solution architects marketing team contribute product based user buyer value business viability technical feasibilit requirements qualifications 5 years technology product marketing experience solid cloudsaas industry knowledge previous experience analytics machine learning would big plus experience building sales tools enable gotomarket teams drive competitive wins ba bs degree preferred technical field exceptional verbal written communication skills consist writing highly effective engaging content product expert experience attending speaking industry partner events experience marketing technology products b2b environments ability work within fastpaced often ambiguous environment outstanding communication skills keen ability creatively translate complex technical capabilities intuitive content programs interface levels maintaining strong working relationships across crossfunctional teams extremely strong organizational time management skills required skills experiences product marketing experience softwareasaservice saas products experience large midsize smaller organisations startuphigh growth environments ideal multitasking essential ability handle multiple assignments tight deadlines creative flair mixed ability communicate strategy message cloud solution business audience experience pr analyst relations proven ability leverage social media business ability able work teamoriented environment local remote colleagues must hands marketing activities experience building strong working relationships trust sales excellent written verbal communication skills including english superb attention detail well excellent problemsolving decisionmaking skills strong experience market research understand clearly articulate business market opportunity competitive analysis customer need problem values competitive results driven team player celebrates achievement praise recognition straight forward high energy strong problemsolving skills strong integrity adapts change work fluid pressurised environment good organisational skills time management benefits dynamic startup environment rapidly growing international business highly experienced colleagues cool office center city inhouse german language course come berlin relatively recently possibility stock options top monthly salary permanent employees part highlyskilled tightknit growing team currently around 50 people globally making contribution essential becoming truly unique success story youre interested please send us application english,English,191,588,4588
859,860,Working Student - Software Development Cloud/Databases (Berlin),KNIME,looking traineeworking student join development team berlin wellfunded growing opensource startup help us continue build exciting technology make users happy rapidly growing young company developing analytics software performing advanced data science highly interactive team enthusiastic developing solutions users opensource knime analytics platform developed together community transforming data science landscape popular among active user community well among analysts regularly place us leaders category next still surprised industry dinosaurs commercial knime server enables enterprises responsibly integrate advanced analytics operations way knime helps organizations nurture new user populations want exploit benefits data science advanced analytics remaining strongly committed open source offer chance become part aspiring fun young work environment opportunity grow within quality driven company working agile team opportunity learn make impact products related data engineering cloud platforms working integrations storage database services well services aws google cloud azure attending training courses knime products look enrolled student computer science related fields proficiency java development proficiency least one big cloud platforms aws google cloud azure plus eagerness learn new technologies platforms fluent english available least 6 months maximum weekly working time 20hrsweek semester 40hrsweek semester breaks general offer opportunity write master thesis hot topics like data analytics big data,English,121,303,2031
860,861,Product Marketing Specialist (Berlin),KNIME,looking right people join wellfunded growing open source startup help us continue build exciting technology make users happy right looking fulltime technical product specialist join team austin konstanz berlin think would great fit would like learn together us apply see end posting make application even relevant youre technical champion loves software gets excited telling story saas product youre passionate good helping people understand technical use cases well demonstrating key customer benefits importantly youre successful productoriented marketing professional brings several years relevant experience deliver great technical content tools knime software bring knowledge experience data integration data analytics statistics data science software need emphasize capable turning complex topics something less techy people understand furthermore youre independent thinker organize projects efficiently whilst becoming trusted contributor hold bachelors degree marketing specializing product management andor computer science engineering 100 fluent english swiss german nice required everybody knime fluent english english working language really want plenty people teach many languages whats job youll join marketing team communicate value software customers youll work closely tilman marketing christian product rosaria evangelism get information need create productcentric marketing content ie data sheets presentations videos blog posts website content albert customer care team work closely give data features materials important getting customers interested software youll pivotal person making sure product messaging strong consistent youll also create provide training material software demos come product naming part biannual software release team youll responsible bundling release messaging delivering technical marketing content competitive analyses knime analytics platform popular large enthusiastic user community well analysts regularly place us leaders category next surprised industry dinosaurs proud consistently high marks get user satisfaction transforming data science landscape developing together community completely open source knime analytics platform lets data scientists mix match tools methods want commercial knime server helps enterprises responsibly integrate advanced analytics operations way knime helps organizations nurture new user populations want exploit benefits data science advanced analytics remaining strongly committed open source apply top usual dossier please tell us favorite knime server feature though happy applicants away offering relocation benefits position,English,228,568,3628
861,862,Cloud Engineer (Berlin),KNIME,looking right people join well funded growing open source startup help us continue build exciting technology makes knime users happy rapidly growing young company developing analytics software performing advanced data science highly interactive team enthusiastic developing solutions users open source knime analytics platform developed together community transforming data science landscape popular among active user community well among analysts regularly place us leaders category next still surprised industry dinosaurs commercial knime server enables enterprises responsibly integrate advanced analytics operations way knime helps organizations nurture new user populations want exploit benefits data science advanced analytics remaining strongly committed open source graduated computer science comparable experience already worked one larger software projects time experienced application infrastructure code use knowledge build highly available elastic applications services fit number domains problems proficient java advanced knowledge cloud providers technologies including aws kubernetes continually learning adapting new technologies based thoroughly analyzing strengths capabilities presence application domain expertise whats job currently designing building launching first generation products services cloud looking someone eager part process includes adapting industry leading data science analytics platform managed platform capable serving thousands users ability handle application development infrastructure development crucial strive match quality functionality innovative solutions address growth cost durability concerns work backend development devops roles building apis services infrastructure interfacing multiple teams drive complex projects forward ideally experience one specialties outlined strong java experience experience dynamicscripting languages including python strong cloud experience including advanced knowledge aws many services cloud experience azure google cloud platform technologies also interest container technologies including docker kubernetes experience designing building deploying maintaining distributed systems microservices experience working agile development environments git githubbitbucket knowledge best practices around service telemetry including metrics aggregation distributed logging tracing large distributed systems knowledge build systems continuous integrationdeployment tools strategies including jenkins linux shell scripting ability work independently team setting clear communication across organization geographically culturally dispersed desire learn advocate adopt new technologies patterns offering chance work wealth different technologies opportunity driving force cloud advocate design build next generation service offerings open dynamic environment continuously learning something new possibility grow together knime looking someone join us berlin office though happy applicants farther away offering relocation benefits position sound interesting apply become part knime team looking forward receiving application,English,235,581,4092
863,864,Senior Sales Manager - B2B & Asset Management (F/M/DIV),Scorable,scorable looking hire strong sales manager run continue building sales structure drive company next phase growth consider highly strategic ambitious datadriven may play key role scaling distributing innovative saas tool asset managers european market challenge responsible generating leads build pipeline converting leads opportunities finally clients follow stringent sales approach leads trustful lasting relationship clients strategically reach per phone mail linkedin etc different levels within prospect build good understanding clients business cast character build sales strategies european markets focus uk strong entrepreneurial spirit work within team responsible specific territory make familiar product service hold demos online inperson act first point contact client work closely product management marketing leverage performance attend relevant industryrelated events build maintain existing network us lets build new backbone asset management together one largest insurance groups germany one worlds leading consulting firms building aibased saas solution supports credit analysts credit risk assessments truly believe build new standard asset management change entire industry better currently looking great people support motivated team data scientists software engineers business building experts berlin join ride already 3 5 years work experience b2b sales background relationship financial industry ideally technicalsaas selling coming vendor rating agency asset management firm need entrepreneurial mindset manage territory persistent focused sales overall company goals critical thinker flexibility openness change new information excellent written verbal communication negotiation skills german english additional language plus comfortable traveling across europe benefits opportunity shape aibased credit risk analysis future development fintech startup financed industryrelevant investors partners diverse activities autonomous implementation ideas dynamic environment sparring support topclass industry technology experts investor partner network firstclass technical equipment software choice flexible working hours attractive salary access significant learning development budget use however like feelgood vibes fruit snacks drinks annual team offsite regular team events scorable committed providing environment mutual respect equal employment opportunities available applicants teammates without regard race color religion sex national origin age physical mental disability sexual orientation apply please click apply button top right corner page need upload cv fill additional information know get touch questions please contact us cassandra alexander candidatesscorablecom,English,251,566,3757
864,865,Senior Software Engineer (High Load Systems) - Zalando Marketing Services,Zalando,every time customer searches products zalando bidding request sent system realtime system aggregates relevant data points evaluates thousands candidate ads machine learning models decides ads show within 1030 ms every second score tens thousands ad contents senior software engineer part zalando marketing services sponsored product work backend systems give brands control product exposure solve large scale highload algorithmic realtime bidding challenges revolutionize streamline even better customer experience previously possible expertise needed design develop lowlatency highload realtime bidding system endtoend optimize stochastic behaviors system based online experiments budget pacing strategies content filtering strategies etc mentor grow junior midlevel members team collaborate brilliant product managers data scientists engineers analysts across zalando create positive customer impact together help define teams objective continuously improve selforganization team looking 3 years experience designing developing highly available 24x7 highload distributed systems preferably java expertise concurrent programming multithreading network programming distributed databases microservices architecture systems programming experience highly valued lowlevel programming skills hardware awareness good knowledge jvm internals java memory model etc experience highload technologies like aerospike dynamodb cassandra redis elasticsearch hazelcast kafka rabbitmq zeromq hystrix protobuf grpc netty disruptor vertx etc strong plus knowledge container technologies like docker kubernetes well knowledge cloud computing aws gcp etc plus experience relational databases postgresql mysql etc application frameworks spring boot dropwizard etc perks work culture trust empowerment constructive feedbackopen source httpsopensourcezalandocom commitment meetups game nights 70 internal technical fun guilds knowledge sharing tech talks internal tech academy andblogs httpsjobszalandocomtechblog product demos parties events competitive salary employee share shop 40 zalando shopping discount discounts external partners centrally located offices public transport discounts municipality services great equipment flexible working times additional holidays volunteering time free beverages fruits diverse sports health offerings extensive onboarding mentoring personal development opportunities international team experts relocation assistance internationals pme family service parent child rooms available select locations celebrate diversity committed building teams represent variety backgrounds perspectives skills employment decided basis qualifications merit business need zalando marketing services zalando marketing services create meaningful connections brands consumers deep understanding personalities work brands agencies publishers fashion beyond produce innovative impactful campaigns reach right audience right moment thanks holistic mix cuttingedge privacy compliant technology indepth audience insights expansive reach compelling content brands produce successful campaigns across multiple digital marketing channels please note applications must completed english using online form accept applications via email,English,138,509,4045
865,866,Senior React Native Mobile App Developer (f/m/x),Colorfy GmbH,colorfy design meets engineering create products services meaningful impact world help businesses launch ideas b2b consultancy interdisciplinary team hard software engineers industrial interaction visual designers analysts consultants strategists project leaders colorfy offer even often start business development business modeling digitalization concepts customers scratch datadriven research analysis integral part colorfys work teams thereafter design engineer necessary software hardware build prototypes accompany customers iterative approach reach mass production many cases even tasks colorfys senior react native software engineer cooperate design software team interdisciplinary product design development process involved phases projects design develop software architecture till release evaluate new technologies develop building blocks later product integration code reviews teammates write performance optimized react native apps lead guide junior developers team profile solid react native reactjs programming skills strong experience developing mobile apps experience native ios andor android app development affinity good ux ui design good technical communication skills peers nontechnical cohorts able create maintain documentation ability work different projects changing technological fields flexible resultsoriented problemsolver could work independently time part team nice ideal candidate experience development apps internet things devices company main technology stack react native reactjs nodejs dart go swift kotlin flutter graphql c c jira git confluence slack aws azure benefits compelling projects startups multinational corporate clients everything work highly motivated skilled team world friendly work atmosphere 5 weeks paid vacation christmas vacation stock options free bvg public transport monthly pass yearly professional edu budget supplement education us keeping fuelled fresh fruits coffee snacks modern office located heart berlin mitte urban sports club membership inhouse yoga monthly external team events quarterly health workshops exciting frontrow perspective development global new generation iot solutions steep learning curve summary looking someone team player aspires highquality work strives learn share knowledge colleagues descriptions sound like want part amazing team lets chat show us github profile apps available,English,189,462,3276
866,867,Product Analyst - Personalized Marketing,Zalando SE,product specialist personalized marketing participate development new features advertising products drive growth business gain deep domain knowledge become expert endtoend ownership data define tracking requirements analyse large datasets provide actionable insights ab test dive deep results performance marketing activities addition benefit network product analysts economists data scientists share similar challenges across company learn develop skills expertise needed develop indepth analytical user understanding drives growth facebook marketing improved challenge contribute product decisions based insights drive data mindset team guide terms methodology support execute testing quality gatekeeper data leading product decisions even ask revise decisions contradict analytical insights give analytical evidence certain things discovery roll looking bigquery sql r python combined good mathematical statistics foundations strong knowledge ab testing best practices relevant technologies strong knowledge ecommerce kpis defined perks work workplace run trust empowerment feedback positive inspiring working atmosphere competitive salary employee share shop 40 zalando shopping discount discounts external partners centrally located offices public transport discounts municipality services great equipment flexible working times additional holidays volunteering time free beverages fruits diverse sports health offerings mentoring personal development opportunities international team experts relocation assistance internationals pme family service parent child rooms available select locations celebrate diversity committed building teams represent variety backgrounds perspectives skills employment decided basis qualifications merit business need zalando zalando europes leading online platform fashion connecting customers brands partners across 17 markets drive digital solutions fashion logistics advertising research bringing headtotoe fashion 23 million active customers diverse skillsets interests languages teams choose use,English,131,362,2626
868,869,Data Analyst / Risk Specialist (m/w/d),VEXCASH AG,tasksyou support risk management department various tasks related underwriting scoring risk reporting fraud prevention riskadjusted pricing etcperform adhoc analysisreporting top managementmonitor various risk kpis segment levelbuild update scorecard models using statistical toolsmonitor scorecard performance variable stability define new segments monitor cutoffs strategies credit decisiontake active role integrating external risk management fraud prevention toolsimprove current reporting process develop reports scratchsupport impact analysis various changes product pricingperform testing validation risk measures internal systemswork closely customer support collection risk underwriting topicsgain valuable experience credit risk management become knowledgeable risk management tools kpisrequired skills experiencebachelor masters degree mathematics statistics finance similar areaat least three years relevant experience risk management data analysisrelevant experience financial sectorproficient knowledge ms office especially excelstrong sqlmysql python r user knowledge vba sas tableau considered advantagestrong communication analytical skills specialist data analysiscapacity work independently reliably attention detailsfluenty english german plusresponsible willing learn go extra milewe offerpermanent employment contractfair remuneration28 holidays yearinternational environment dynamic dedicated collegial teamoffice heart berlin near checkpoint charliepersonal professional developmentmodern working conditions processes constantly improvea secure job company prepares future like otherteam events eg summer festival halloween party xmas eventweekly fresh fruit basketszusätzliche leistungenflexible arbeitszeitenkostenlose getränkehome officeerfolgsbeteiligungzusätzliche urlaubstagejob types fulltime permanent,English,72,268,2137
869,870,(Senior) Product Analyst,Zalando SE,product analyst working one product teams details participate development new features used millions customers gain deep domain knowledge become expert endtoend ownership data define tracking requirements analyse large data sets provide actionable insights ab test dive deep results addition benefit network product analysts share similar challenges across company learn develop skills expertise needed develop indepth analytical user understanding drives growth product improved challenge contribute product decisions based insights drive data mindset team guide terms methodology support execute testing quality gatekeeper data leading product decisions even ask revise decisions contradict analytical insights give analytical evidence certain things discovery roll looking experience google analytics strong knowledge sql preferably bigquery r python combined good mathematical statistics foundations strong knowledge ab testing best practices relevant technologies strong knowledge ecommerce kpis defined perks work culture trust empowerment constructive feedback open source commitment meetups game nights 70 internal technical fun guilds knowledge sharing tech talks internal tech academy blogs product demos parties events competitive salary employee share shop 40 zalando shopping discount discounts external partners centrally located offices public transport discounts municipality services great equipment flexible working times additional holidays volunteering time free beverages fruits diverse sports health offerings extensive onboarding mentoring personal development opportunities international team experts relocation assistance internationals pme family service parent child rooms available select locations product teams content composition team zalando lot content offer customer lot models place define content shown based several factors product analyst content composition team work data scientists engineers draw insights complex interaction content customers zalandos business help understand content successful front customer celebrate diversity committed building teams represent variety backgrounds perspectives skills employment decided basis qualifications merit business need zalando zalando europes leading online platform fashion lifestyle connecting customers brands partners across 17 markets drive digital solutions fashion logistics advertising research bringing headtotoe fashion 23 million active customers diverse skillsets interests languages teams choose use please note applications must completed using online form accept applications via email,English,179,490,3399
870,871,Pricing Data Analyst,Zalando SE,pricing data analyst pricing forecasting team passionate creating accurate data solutions proven record developing trusting relationships product commercial leads turn insights actions expertise needed build improve upon system measures sales forecasting price optimisation customer lifetime value act point contact analytics external product engineering ops teams ensure key projects successful build periodic reporting take advantage evergrowing amount data fingertips help stakeholders build best class forecasting tools managing leading key initiatives analytics team pricing forecasting mentor guide junior members analytics team looking 3 years experience using data build analytical solutions industry leading companies technology retail ecommerce ability turn complex findings results compelling narrative set actions familiarity sql objectionoriented programing language python rjava undergraduate degree technical field science economics physics maths engineering led contributing complex technical project related analytics testing data modelingwarehousing experience mentoring leading passion analytics craft perks work workplace run trust empowerment feedback positive inspiring working atmosphere competitive salary employee share shop 40 zalando shopping discount discounts external partners centrally located offices public transport discounts municipality services great equipment flexible working times additional holidays volunteering time free beverages fruits diverse sports health offerings mentoring personal development opportunities international team experts relocation assistance internationals pme family service parent child rooms available select locations celebrate diversity committed building teams represent variety backgrounds perspectives skills employment decided basis qualifications merit business need zalando pricing forecasting department plays pivotal role organisation producing algorithmicbased price recommendations forecasting sales defining implementing pricing strategies across 16 countries 500k articles department selfsufficient team product engineering analytics operations member pricing analytics team youll build tools data products impacts millions zalando shoppers top bottom line company many internal teams rely analytics solutions zalando europes leading online platform fashion connecting customers brands partners across 17 markets drive digital solutions fashion logistics advertising research bringing headtotoe fashion 23 million active customers diverse skillsets interests languages teams choose use please note applications must completed using online form accept applications via email,English,155,457,3323
871,872,Data Analyst / Risk Specialist (m/w/d),VEXCASH AG,tasksyou support risk management department various tasks related underwriting scoring risk reporting fraud prevention riskadjusted pricing etcperform adhoc analysisreporting top managementmonitor various risk kpis segment levelbuild update scorecard models using statistical toolsmonitor scorecard performance variable stability define new segments monitor cutoffs strategies credit decisiontake active role integrating external risk management fraud prevention toolsimprove current reporting process develop reports scratchsupport impact analysis various changes product pricingperform testing validation risk measures internal systemswork closely customer support collection risk underwriting topicsgain valuable experience credit risk management become knowledgeable risk management tools kpisrequired skills experiencebachelor masters degree mathematics statistics finance similar areaat least three years relevant experience risk management data analysisrelevant experience financial sectorproficient knowledge ms office especially excelstrong sqlmysql python r user knowledge vba sas tableau considered advantagestrong communication analytical skills specialist data analysiscapacity work independently reliably attention detailsfluenty english german plusresponsible willing learn go extra milewe offerpermanent employment contractfair remuneration28 holidays yearinternational environment dynamic dedicated collegial teamoffice heart berlin near checkpoint charliepersonal professional developmentmodern working conditions processes constantly improvea secure job company prepares future like otherteam events eg summer festival halloween party xmas eventweekly fresh fruit basketszusätzliche leistungenflexible arbeitszeitenkostenlose getränkehome officeerfolgsbeteiligungzusätzliche urlaubstagejob types fulltime permanent,English,72,268,2137
872,873,(Senior) Product Analyst,Zalando SE,product analyst working one product teams details participate development new features used millions customers gain deep domain knowledge become expert endtoend ownership data define tracking requirements analyse large data sets provide actionable insights ab test dive deep results addition benefit network product analysts share similar challenges across company learn develop skills expertise needed develop indepth analytical user understanding drives growth product improved challenge contribute product decisions based insights drive data mindset team guide terms methodology support execute testing quality gatekeeper data leading product decisions even ask revise decisions contradict analytical insights give analytical evidence certain things discovery roll looking experience google analytics strong knowledge sql preferably bigquery r python combined good mathematical statistics foundations strong knowledge ab testing best practices relevant technologies strong knowledge ecommerce kpis defined perks work culture trust empowerment constructive feedback open source commitment meetups game nights 70 internal technical fun guilds knowledge sharing tech talks internal tech academy blogs product demos parties events competitive salary employee share shop 40 zalando shopping discount discounts external partners centrally located offices public transport discounts municipality services great equipment flexible working times additional holidays volunteering time free beverages fruits diverse sports health offerings extensive onboarding mentoring personal development opportunities international team experts relocation assistance internationals pme family service parent child rooms available select locations product teams content composition team zalando lot content offer customer lot models place define content shown based several factors product analyst content composition team work data scientists engineers draw insights complex interaction content customers zalandos business help understand content successful front customer celebrate diversity committed building teams represent variety backgrounds perspectives skills employment decided basis qualifications merit business need zalando zalando europes leading online platform fashion lifestyle connecting customers brands partners across 17 markets drive digital solutions fashion logistics advertising research bringing headtotoe fashion 23 million active customers diverse skillsets interests languages teams choose use please note applications must completed using online form accept applications via email,English,179,490,3399
873,874,Partner Accounts and Operations Manager (Berlin),KNIME,come join well funded rapidly growing team center ai cloud open source build german us partnerships team candidate detailoriented operationally minded also strong communication skills track record success sales operations channel partnerships customer success account management software tech company know means build trusted advisor relationship account help adopt technology across organization analytical use data make decisions spend time money driven strong desire build maintain relationships happy customers help solve problems understanding data science would really nice musthave teach need know excellent english skills written verbal absolute must additional languages french german bonus healthy sense humor also always appreciated whats job role responsible building programs processes allow us scale engagement partners across aspects interaction also ensure customers brought us partners happy successful customers increase adoption knime time main contact existing customers work together data scientists data engineers understand client needs help evaluations negotiate contracts reporting optimization existing partnership business looking someone join us berlin de austin usa offices though happy applicants away offering relocation benefits position rapidly growing young company developing analytics software performing advanced data science highly interactive team enthusiastic developing solutions users open source knime analytics platform developed together community transforming data science landscape popular among active user community well among analysts regularly place us leaders category next still surprised industry dinosaurs commercial knime server enables enterprises responsibly integrate advanced analytics operations,English,180,402,2524
874,875,Senior React Native Mobile App Developer (f/m/x),colorfy,colorfy design meets engineering create products services meaningful impact world help businesses launch ideas b2b consultancy interdisciplinary team hard software engineers industrial interaction visual designers analysts consultants strategists project leaders colorfy offer even often start business development business modeling digitalization concepts customers scratch datadriven research analysis integral part colorfys work teams thereafter design engineer necessary software hardware build prototypes accompany customers iterative approach reach mass production many cases even tasks tasks colorfys senior react native software engineer cooperate design software team interdisciplinary product design development process involved phases projects design develop software architecture till release evaluate new technologies develop building blocks later product integration code reviews teammates write performance optimized react native apps lead guide junior developers team requirements profile solid react native reactjs programming skills strong experience developing mobile apps experience native ios andor android app development affinity good ux ui design good technical communication skills peers nontechnical cohorts able create maintain documentation ability work different projects changing technological fields flexible resultsoriented problemsolver could work independently time part team benefits benefits compelling projects startups multinational corporate clients everything work highly motivated skilled team world friendly work atmosphere 5 weeks paid vacation christmas vacation stock options free bvg public transport monthly pass yearly professional development budget supplement education us keeping fuelled fresh fruits coffee snacks modern office located heart berlin mitte boredom colorfy offers challenges development every day position offers tangible impact companys success high level personal responsibility day one exciting frontrow perspective development global new generation iot solutions steep learning curve summary looking someone team player aspires highquality work strives learn share knowledge colleagues descriptions sound like want part amazing team lets chat show us github profile apps available,English,190,445,3109
875,876,Product Marketing Manager,Aiven,looking product marketing manager growing team new office berlin prenzlauer berg responsibilities develop product positioning messaging differentiates aiven within cloud market build core set content helps go market team articulate product vision capabilities differentiation become subject matter expert around end user selects solutions buying criteria deeply understand customers needs problems persona industry company evangelist including presenting person online industry events forums webinars create drive content thought leadership social media develop drive programs frame track competitive landscape understand target markets identify market insights inform product strategies gotomarket activities support sales enablement internal channel teams articulating value proposition development sales tools support sales process coordinate collaborate crossfunctional teams including public relations design product stakeholders deliver world class product marketing communications focus supporting demand generation efforts lead generation team including content creation website assets case studies customer testimonials whitepapers videos data sheets industry guides etc used lead generation programs sales team role work closely product management solution architects marketing team contribute product based user buyer value business viability technical feasibilit requirements qualifications 5 years technology product marketing experience solid cloudsaas industry knowledge previous experience analytics machine learning would big plus experience building sales tools enable gotomarket teams drive competitive wins ba bs degree preferred technical field exceptional verbal written communication skills consist writing highly effective engaging content product expert experience attending speaking industry partner events experience marketing technology products b2b environments ability work within fastpaced often ambiguous environment outstanding communication skills keen ability creatively translate complex technical capabilities intuitive content programs interface levels maintaining strong working relationships across crossfunctional teams extremely strong organizational time management skills required skills experiences product marketing experience softwareasaservice saas products experience large midsize smaller organisations startuphigh growth environments ideal multitasking essential ability handle multiple assignments tight deadlines creative flair mixed ability communicate strategy message cloud solution business audience experience pr analyst relations proven ability leverage social media business ability able work teamoriented environment local remote colleagues must hands marketing activities experience building strong working relationships trust sales excellent written verbal communication skills including english superb attention detail well excellent problemsolving decisionmaking skills strong experience market research understand clearly articulate business market opportunity competitive analysis customer need problem values competitive results driven team player celebrates achievement praise recognition straight forward high energy strong problemsolving skills strong integrity adapts change work fluid pressurised environment good organisational skills time management benefits dynamic startup environment rapidly growing international business highly experienced colleagues cool office center city inhouse german language course come berlin relatively recently possibility stock options top monthly salary permanent employees part highlyskilled tightknit growing team currently around 50 people globally making contribution essential becoming truly unique success story youre interested please send us application english,English,191,588,4588
876,877,Working Student - Software Development Cloud/Databases (Berlin),KNIME,looking traineeworking student join development team berlin wellfunded growing opensource startup help us continue build exciting technology make users happy rapidly growing young company developing analytics software performing advanced data science highly interactive team enthusiastic developing solutions users opensource knime analytics platform developed together community transforming data science landscape popular among active user community well among analysts regularly place us leaders category next still surprised industry dinosaurs commercial knime server enables enterprises responsibly integrate advanced analytics operations way knime helps organizations nurture new user populations want exploit benefits data science advanced analytics remaining strongly committed open source offer chance become part aspiring fun young work environment opportunity grow within quality driven company working agile team opportunity learn make impact products related data engineering cloud platforms working integrations storage database services well services aws google cloud azure attending training courses knime products look enrolled student computer science related fields proficiency java development proficiency least one big cloud platforms aws google cloud azure plus eagerness learn new technologies platforms fluent english available least 6 months maximum weekly working time 20hrsweek semester 40hrsweek semester breaks general offer opportunity write master thesis hot topics like data analytics big data,English,121,303,2031
877,878,Product Marketing Specialist (Berlin),KNIME,looking right people join wellfunded growing open source startup help us continue build exciting technology make users happy right looking fulltime technical product specialist join team austin konstanz berlin think would great fit would like learn together us apply see end posting make application even relevant youre technical champion loves software gets excited telling story saas product youre passionate good helping people understand technical use cases well demonstrating key customer benefits importantly youre successful productoriented marketing professional brings several years relevant experience deliver great technical content tools knime software bring knowledge experience data integration data analytics statistics data science software need emphasize capable turning complex topics something less techy people understand furthermore youre independent thinker organize projects efficiently whilst becoming trusted contributor hold bachelors degree marketing specializing product management andor computer science engineering 100 fluent english swiss german nice required everybody knime fluent english english working language really want plenty people teach many languages whats job youll join marketing team communicate value software customers youll work closely tilman marketing christian product rosaria evangelism get information need create productcentric marketing content ie data sheets presentations videos blog posts website content albert customer care team work closely give data features materials important getting customers interested software youll pivotal person making sure product messaging strong consistent youll also create provide training material software demos come product naming part biannual software release team youll responsible bundling release messaging delivering technical marketing content competitive analyses knime analytics platform popular large enthusiastic user community well analysts regularly place us leaders category next surprised industry dinosaurs proud consistently high marks get user satisfaction transforming data science landscape developing together community completely open source knime analytics platform lets data scientists mix match tools methods want commercial knime server helps enterprises responsibly integrate advanced analytics operations way knime helps organizations nurture new user populations want exploit benefits data science advanced analytics remaining strongly committed open source apply top usual dossier please tell us favorite knime server feature though happy applicants away offering relocation benefits position,English,228,568,3628
